記号,銘柄,株価,PER,予想PER,EPS,ROE,利益率,配当利回り,PBR,ROA,RSI,MA50,FCFマージン,粗利率,アクルーアル,MACD_GC,MACD_DC,次回決算日,決算猶予日数,出来高,平均出来高50日,200日MA,20日高値,配当日,52週高値,52週下落率,静寂後急増,BBスクイーズ,RSIダイバージェンス
ETN,"Eaton Corporation, PLC",391.364990234375,38.331535,24.809034,10.21,0.20844999,0.13986,1.06,7.705856,0.07022,45.64934109123885,406.0692785644531,0.12944476828912854,0.3758743806470417,-0.009333107076192093,0,0,2026/08/04,28,1066223,2679204.46,370.09232635498046,435.7799987792969,2026/05/08,436.74,0.10389478812479967,0,0,0
EBAY,eBay Inc.,114.12999725341797,26.357967,16.897408,4.33,0.42875,0.17615,1.09,11.537605,0.085930005,61.87051017839264,109.33240081787109,0.1291891891891892,0.7145045045045045,0.0040885860306643955,0,0,2026/07/29,22,880903,5284722.06,94.09090679168702,114.83999633789062,2026/05/29,119.31,0.0434163334723161,0,1,0
ECHO,EchoStar Corporation,99.98999786376953,0.0,-877.1052,-50.21,-1.1228399,-0.97559,0.0,5.1366487,0.00397,26.057837926635216,119.01,-0.11605573319647218,0.25822524761597626,-0.3347053928674338,0,0,2026/07/30,23,2221180,9159165.6,104.25674991607666,128.1300048828125,-,147.25,0.3209507785142986,0,0,0
ECL,Ecolab Inc.,283.7200012207031,38.444443,29.633995,7.38,0.22427,0.12798999,1.03,7.98177,0.08009,71.19960473019248,262.022643737793,0.11841777976767903,0.44464343456955946,-0.03551139239481218,0,0,2026/07/28,21,353520,1731350.4,269.30797088623046,283.7200012207031,2026/06/16,309.27,0.08261389329484548,0,0,0
EIX,Edison International,75.76499938964844,8.235326,11.634996,9.2,0.18864,0.18124,4.69,1.6913719,0.039,64.99792298766545,71.28109985351563,-0.037014029093544544,0.48071646736035617,-0.011688256439708165,0,0,2026/07/30,23,779177,2610199.54,64.13957498550415,75.76499938964844,2026/07/07,76.39,0.008181707165225332,0,0,0
EW,Edwards Lifesciences Corporatio,94.66000366210938,51.16757,28.10854,1.85,0.1046,0.1739,0.0,5.2885637,0.08269,73.7797955392749,85.7988003540039,0.22002109565561342,0.7801107521919705,-0.038088076395175655,0,0,2026/07/23,16,1760916,5091726.32,82.64870002746582,95.18000030517578,-,96.29,0.016927991877563935,0,0,0
EA,Electronic Arts Inc.,205.6999969482422,58.60399,21.519392,3.51,0.1349,0.11778,0.37,7.6244483,0.05696,73.80076293971086,202.44269073486328,0.30845837206214316,0.789669366617979,-0.126875333181022,0,0,2026/07/28,21,658099,1987849.98,200.86916526794434,205.6999969482422,2026/05/27,206.01,0.0015047961349342431,0,0,0
ELV,"Elevance Health, Inc.",417.8599853515625,17.713438,14.250709,23.59,0.12086,0.02616,1.69,2.068921,0.03979,57.88329260907423,390.82392822265626,0.015939736346516006,0.0,0.011292738736069272,0,0,2026/07/15,8,402058,1718479.16,343.08523300170896,422.7099914550781,2026/06/10,427.19,0.021840433175958,0,0,0
EME,"EMCOR Group, Inc.",761.77001953125,25.59711,23.318562,29.76,0.39229,0.07537,0.2,8.755374,0.117539994,36.587728195654044,854.6070007324219,0.07001551003501502,0.19327130810714582,-0.003147642244187339,0,0,2026/07/30,23,147912,410934.24,735.3791494750976,868.8800048828125,2026/07/15,951.96,0.19978778569346403,0,0,1
EMR,Emerson Electric Company,137.7100067138672,31.877316,19.190598,4.32,0.12328,0.13354,1.57,3.7990015,0.06678,35.5904268275639,140.42336364746095,0.14803507992895204,0.528363676731794,-0.019183109331808217,0,0,2026/08/05,29,845156,2881355.12,137.7903160095215,150.66000366210938,2026/05/15,165.15,0.16615194239256928,0,0,0
ETR,Entergy Corporation,115.56999969482422,29.482141,22.801662,3.92,0.10751,0.13414,2.25,3.0502257,0.027660001,63.16715269577233,112.24041641235351,-0.21555323115119962,0.47716913810993794,-0.04697856037906417,0,0,2026/07/30,23,502799,3726399.98,101.51242206573487,116.33000183105469,2026/05/01,118.45,0.024314059140361197,0,0,0
EOG,"EOG Resources, Inc.",131.9199981689453,12.971484,8.880493,10.17,0.18195,0.23322001,3.15,2.282827,0.08968,49.86289409231147,135.80559967041015,0.1527765476928527,0.6337791161101762,-0.0977625050676654,0,0,2026/08/04,28,771053,3698963.06,120.25640102386474,140.27999877929688,2026/07/17,151.87,0.1313623614344814,0,0,0
EQT,EQT Corporation,51.33000183105469,9.740038,11.8219595,5.27,0.13402,0.35074002,1.28,1.2781693,0.07727,53.65240686415345,54.91143936157226,0.33969271958336533,0.4587503233784062,-0.07385720828866663,0,0,2026/07/21,14,1926350,7105907.0,56.39966953277588,53.16999816894531,2026/05/06,68.24,0.2478018489001364,0,1,0
EFX,"Equifax, Inc.",177.0500030517578,31.22575,17.24763,5.67,0.1437,0.11123,1.3,4.6517434,0.0627,61.30071106371393,165.5686849975586,0.1867314182237221,0.5644744423409334,-0.08052797491613425,0,0,2026/07/21,14,576596,1713313.92,197.38301475524904,177.0500030517578,2026/05/22,275.91,0.3583052334030742,0,0,1
EQIX,"Equinix, Inc.",1019.5006103515625,70.4075,53.03455,14.48,0.10059,0.14928001,1.97,7.0322027,0.03495,39.26436243245185,1069.288985595703,-0.04339806878593903,0.5109037647824671,-0.06380010463117511,0,0,2026/07/29,22,228874,616401.48,902.4843395996094,1115.93994140625,2026/05/20,1128.68,0.09673192547793667,0,0,1
EQR,Equity Residential,70.6500015258789,28.26,45.000286,2.5,0.08671,0.30632,4.02,2.4846141,0.02706,74.42587147770749,65.70971618652344,0.41684585994837037,0.6287840271962234,-0.02548314922816773,0,0,-,-70,688768,3086811.36,61.463272457122805,70.6500015258789,2026/06/29,71.5,0.011888090547148164,0,0,0
ERIE,Erie Indemnity Company,256.3699951171875,23.498625,18.299072,10.91,0.2585,0.13971,2.28,5.695972,0.14840999,73.6088649336242,224.49379943847657,0.13762935180074098,0.0,-0.03794448545528942,0,0,2026/07/30,23,53219,216808.38,266.04171340942383,259.25,2026/07/07,380.67,0.3265295528484317,0,0,0
ESS,"Essex Property Trust, Inc.",301.29998779296875,33.93018,50.01668,8.88,0.105579995,0.29132,3.48,3.564752,0.03174,76.7883595756887,274.7605728149414,0.4949148141966625,0.6778342062526989,-0.030758927211008064,0,0,2026/07/28,21,224943,486970.86,256.01212753295897,301.29998779296875,2026/06/30,303.3,0.006594171470594334,0,0,0
EL,"Estee Lauder Companies, Inc. (T",84.72000122070312,0.0,26.585331,-0.7,-0.05949,-0.01672,1.65,7.675999,0.04874,37.93419195384984,83.06144393920898,0.046768113918749125,0.7397040346223649,-0.1209028755278504,0,0,-,-67,849373,3747603.46,92.28004287719726,90.0,2026/05/29,121.64,0.30351856937929034,0,1,0
EG,"Everest Group, Ltd.",374.2099914550781,7.619833,6.1770673,49.11,0.13822,0.11732,2.15,0.974008,0.02655,82.90518849727817,344.4044921875,0.17818561970031363,0.0,-0.02362670761749368,0,0,2026/07/29,22,96866,409097.32,331.9271455383301,374.2099914550781,2026/06/12,379.215,0.013198340110285327,0,0,0
EVRG,"Evergy, Inc.",87.37000274658203,23.236702,19.189714,3.76,0.08866999,0.14626999,3.22,1.9829328,0.028970001,65.55819936584797,83.03347534179687,-0.12609031132581858,0.522661701556629,-0.03504131257640249,0,0,2026/08/06,30,539034,2051988.68,78.00576179504395,88.12999725341797,2026/05/22,88.61,0.013993874883398805,0,0,0
ES,Eversource Energy (D/B/A),74.93499755859375,16.046038,15.285932,4.67,0.10912,0.12549,4.3,1.7043077,0.03292,72.31616383021748,69.41910247802734,-0.0033288689566674965,0.8469225179674922,-0.037957749538144396,0,0,2026/07/30,23,578516,2699304.32,68.7026937675476,74.93499755859375,2026/05/18,76.41,0.019303788004269684,0,0,0
EXC,Exelon Corporation,47.9208984375,17.553442,15.774195,2.73,0.09764,0.11212,3.57,1.6726317,0.028399998,60.82525727319824,45.783018035888674,-0.09378349410503752,0.42930167367466404,-0.029904778244831433,0,0,2026/07/30,23,3049069,8660831.38,45.76588047027588,47.9208984375,2026/06/04,50.65,0.05388157082922011,0,0,0
EXE,Expand Energy Corporation,88.55000305175781,6.588542,9.349387,13.44,0.17568001,0.24906999,3.59,1.0876641,0.09668,52.41996094977155,93.17617767333985,0.13487570760521783,0.5084912626138322,-0.09742991480185244,0,0,2026/07/28,21,793082,3338311.64,102.93160037994384,91.19000244140625,2026/05/14,126.621,0.3006689012742135,0,1,0
EXPE,"Expedia Group, Inc.",270.260009765625,23.895668,11.7033415,11.31,0.71494,0.098079994,0.66,56.304165,0.05825,68.0320930793221,237.08915130615233,0.21109074865947194,0.9011742347111925,-0.10575822018648781,0,0,2026/08/06,30,486957,1646191.14,242.02490989685057,270.260009765625,2026/05/28,303.8,0.11040154784191906,0,0,0
EXPD,Expeditors International of Was,165.69000244140625,26.724195,24.224571,6.2,0.36641,0.07475,0.98,9.575796,0.14173001,55.88518094798654,158.27300018310547,0.0861323719223645,0.1292198786720654,-0.040086536846411606,0,0,2026/08/04,28,170661,1208615.22,146.471383934021,167.57000732421875,2026/06/01,168.52,0.01679324447302255,0,1,0
EXR,Extra Space Storage Inc,148.6199951171875,33.32287,31.328981,4.46,0.0683,0.27142,4.43,2.3542643,0.03375,53.87033917104845,143.32843658447266,0.5415340505018146,0.7077694370639951,-0.029940972618755453,0,0,2026/07/28,21,118620,1171976.4,137.32845867156982,149.33999633789062,2026/06/15,155.19,0.04233523347388683,0,1,0
XOM,ExxonMobil Holdings Corporation,139.86000061035156,23.545454,12.896849,5.94,0.09873,0.077649996,3.02,2.2532988,0.04221,47.03248427560117,147.11794006347657,0.07289791759929609,0.21994103209274324,-0.05150786226557976,1,0,2026/07/31,24,5109935,17169552.7,134.558299369812,151.75,2026/05/15,176.41,0.20718779768521306,0,0,0
FFIV,"F5, Inc.",421.7799987792969,34.572132,23.843225,12.2,0.2034,0.21962999,0.0,6.5589523,0.081520006,63.297487311418344,376.98199951171875,0.2935184153737348,0.8141306290785966,-0.04071308263385728,0,0,2026/07/27,20,121968,725067.36,303.8751501464844,424.17999267578125,-,427.54,0.013472426488055259,0,0,0
FDS,FactSet Research Systems Inc.,256.67999267578125,16.90909,13.048192,15.18,0.27032,0.2321,1.84,4.518696,0.11079001,62.1982638161893,231.32529083251953,0.2659435907772937,0.5271743531167035,-0.030021336941531578,0,0,2026/09/17,72,177680,943851.6,248.18469421386717,256.67999267578125,2026/05/29,453.41,0.43388987301607546,0,0,0
FICO,Fair Isaac Corporation,1317.739990234375,41.806473,24.20938,31.52,0.0,0.33675,0.0,-14.606014,0.36918,70.16950709924252,1157.6961950683594,0.3713956066421246,0.8223278377432166,-0.06790790591462172,0,0,-,-70,87796,331123.92,1410.3770471191406,1317.739990234375,2017/03/01,1998.01,0.34047377629022124,0,0,0
FAST,Fastenal Company,47.19499969482422,41.765488,34.415745,1.13,0.33842,0.15392,1.9,13.581295,0.21195999,56.89114105895526,45.35316223144531,0.128114139381745,0.45011889518931775,-0.007421480733836015,0,0,2026/07/14,7,1902722,6932796.44,44.0287899017334,48.599998474121094,2026/04/28,50.63,0.06784515712375634,0,0,0
FRT,Federal Realty Investment Trust,122.62000274658203,21.2513,39.492924,5.77,0.14783,0.38574,3.75,3.361386,0.033210002,47.326271647617205,118.03496292114258,0.2588322680271311,0.6724853886901621,-0.02314242655901236,0,0,2026/07/31,24,214219,960900.38,104.26549098968506,124.68802642822266,2026/07/01,126.41,0.029981783509358165,0,1,0
FDX,FedEx Corporation,311.6300048828125,16.646902,15.089821,18.72,0.14846,0.0468,1.57,2.3731484,0.050300002,33.400099777362456,316.9967102050781,0.03390350976957896,0.21603393762937015,-0.03359695071153868,0,0,-,-14,419331,2138036.54,263.3991951751709,337.4830627441406,2026/06/22,345.37,0.09769231582704782,0,0,0
FIS,Fidelity National Information S,42.91999816894531,8.317829,6.270884,5.16,0.17225,0.23347999,4.07,1.3888619,0.040700004,69.4198654014513,41.700364685058595,0.17111548187693174,0.36864287721270017,-0.07268275203057811,0,0,2026/08/04,28,4292453,6630063.06,53.669858074188234,42.91999816894531,2026/06/11,82.62,0.4805132150938597,0,0,0
FITB,Fifth Third Bancorp,58.28499984741211,19.624578,11.844859,2.97,0.07969,0.24133,2.76,1.6538036,0.00852,84.31460911214175,51.3209440612793,0.4313569890035143,0.0,-0.00929208493488077,0,0,2026/07/17,10,1825707,6676978.14,47.27361110687256,58.28499984741211,2026/06/30,58.445,0.0027376191733748125,0,0,0
FSLR,"First Solar, Inc.",229.55499267578125,14.829134,9.815366,15.48,0.18436001,0.30731001,0.0,2.4969542,0.08447,23.971081750708862,246.55230285644532,0.227465888642627,0.4062437732020073,-0.03970150082837198,0,0,2026/07/30,23,800721,2576208.42,235.24977630615234,275.3900146484375,-,320.95,0.2847640047490847,0,0,0
FE,FirstEnergy Corp.,48.62900161743164,26.428804,16.501972,1.84,0.094610006,0.06944,3.9,2.2229385,0.03758,57.28331164962577,46.46498199462891,-0.06660039761431412,0.6530815109343936,-0.04793932455638237,0,0,2026/07/28,21,856511,5124254.22,46.48867441177368,48.62900161743164,2026/05/07,52.34,0.07090176504716016,0,0,0
FISV,"Fiserv, Inc.",52.779998779296875,8.945763,5.900193,0.0,0.0,0.0,0.0,1.0736808,0.0,67.60664115629137,54.45500007629394,0.20284999764073042,0.5936394092388997,-0.032221431869516926,0,0,2026/07/22,15,6982667,7817347.34,70.23934986114502,54.029998779296875,-,173.5,0.6957925142403638,0,0,1
FLEX,Flex Ltd.,131.60000610351562,56.48069,18.94384,2.33,0.17347,0.03153,0.0,9.355228,0.046550002,41.04856829061223,136.84040069580078,0.03768718205918177,0.09196102314250913,-0.036491387126019945,0,0,2026/07/22,15,2078181,7772955.62,82.28105007171631,162.07000732421875,-,166.86,0.21131483816663302,0,0,0
F,Ford Motor Company,13.68179988861084,0.0,7.473616,-1.55,-0.14813,-0.03216,4.34,1.4556655,0.0034,31.290824730469467,13.851241779327392,0.06657339520577571,0.008971148146763712,-0.10189514455664683,0,0,2026/07/28,21,18416936,65294854.72,12.903520045280457,15.0,2026/05/12,17.78,0.2304949443975906,0,0,0
FTNT,"Fortinet, Inc.",161.25999450683594,62.503876,47.070705,2.58,1.32392,0.27491,0.0,119.629074,0.13586001,65.0319050751909,129.88059951782228,0.3273427848696982,0.8045620330607682,-0.07095830285296269,0,0,2026/07/29,22,2547694,6477331.88,93.96844993591309,162.35000610351562,-,163.57,0.014122427665000036,0,0,0
FTV,Fortive Corporation,62.810001373291016,36.94706,19.511482,1.7,0.06814,0.12837,0.38,3.1554885,0.032509997,62.391458809663426,60.46484588623047,0.2604409607847852,0.6350171912192542,-0.042938565477052576,0,0,2026/07/29,22,560031,3238152.62,55.65015747070313,63.599998474121094,2026/06/22,64.335,0.023704027771958937,0,0,0
FOXA,Fox Corporation,55.869998931884766,14.702632,9.6856785,3.8,0.152,0.10561,1.0,2.1432407,0.08713,53.08848360104154,61.10360008239746,0.1836196319018405,0.0,-0.045742616943306745,0,0,2026/08/05,29,2331709,5906702.18,63.211737422943116,68.31999969482422,2026/03/04,76.39,0.2686215613053441,0,0,0
FOX,Fox Corporation,50.150001525878906,13.197369,9.24424,3.8,0.152,0.10561,1.12,1.9238147,0.08713,50.64462676516357,54.92770011901855,0.1836196319018405,0.0,-0.045742616943306745,0,0,2026/08/05,29,436492,1780889.84,56.820107498168944,61.36000061035156,2026/03/04,68.175,0.26439308359546887,0,0,0
BEN,"Franklin Resources, Inc.",34.7400016784668,26.519087,11.355391,1.31,0.06704,0.08124,3.83,1.4889423,0.02604,71.56557324225044,31.386496810913087,0.10393697196346928,0.8034364417891389,-0.016720062530315154,0,0,2026/07/31,24,1902896,4818763.92,25.632441368103027,34.7400016784668,2026/06/29,34.92,0.005154591109198305,0,0,0
FCX,"Freeport-McMoRan, Inc.",59.8650016784668,31.674604,15.20802,1.89,0.15630999,0.10344,0.98,4.4105945,0.077659994,19.38564386229777,63.423700180053714,0.043063862627821727,0.28157437777349026,-0.058555538363677,0,0,2026/07/23,16,7387253,14186687.06,55.12211633682251,70.1500015258789,2026/07/15,72.28,0.17176256670632545,0,0,0
GRMN,Garmin Ltd.,247.17999267578125,27.617876,23.942387,8.95,0.19899,0.23261,1.71,5.1430473,0.11903,62.31209572457957,238.02377655029298,0.18810426140625675,0.5874393538958355,0.00277687094272167,0,0,2026/07/29,22,182177,841263.54,227.1326763153076,247.17999267578125,2026/09/11,273.32,0.09563883844657817,0,1,0
IT,"Gartner, Inc.",143.3699951171875,14.166996,9.36388,10.12,0.94878,0.1144,0.0,153.50107,0.09377,50.54092178321364,148.82719955444335,0.1808807327927334,0.6839304958762401,-0.06940089544116555,0,0,2026/08/04,28,383656,1648159.12,194.2746000289917,160.35000610351562,1999/07/19,403.96,0.6450886347232708,0,0,0
GE,GE Aerospace,367.30999755859375,45.51549,42.281113,8.07,0.45428002,0.17863001,0.5,21.223206,0.048520003,71.97582343526241,322.2916571044922,0.15841238687166068,0.3148620652055392,0.001282947552796749,0,1,2026/07/16,9,1701861,5387441.22,309.44854217529297,378.67999267578125,2026/07/06,382.97,0.04089093777947692,0,0,0
GEHC,GE HealthCare Technologies Inc.,65.01000213623047,15.589929,12.130474,4.17,0.19462,0.091000006,0.22,2.7720451,0.05174,50.87290411640569,63.51110054016113,0.07296969696969698,0.39985454545454546,0.0026282989215845663,0,0,2026/07/29,22,1502303,5638926.06,73.94132520675659,66.01000213623047,2026/07/24,89.77,0.27581595035946893,0,0,1
GEV,GE Vernova Inc.,1048.7449951171875,30.647135,42.698578,34.22,0.75708,0.23809999,0.17,20.242527,0.02384,55.267720961941734,1040.1941040039062,0.0974571818850478,0.19793527372071032,-0.0016345055224070077,0,0,2026/07/22,15,2398851,2871809.02,798.5619622802734,1174.8599853515625,2026/06/16,1195.94,0.12307892108534922,0,0,0
GEN,Gen Digital Inc.,27.045000076293945,17.226114,8.228493,1.57,0.39876997,0.19459999,1.88,6.194457,0.086660005,68.31132482365314,23.636786651611327,0.3046,0.7846,-0.036692539611264355,0,0,2026/08/06,30,1317955,7796143.1,24.218044176101685,27.045000076293945,2026/05/18,32.22,0.16061452277175833,0,0,0
GNRC,Generac Holdlings Inc.,231.65499877929688,72.39219,20.57115,3.2,0.07388,0.04368,0.0,5.0887465,0.03788,39.20841899671053,264.8003012084961,0.06370126773904547,0.3829129750041992,-0.049953361146201636,0,0,2026/07/29,22,1026277,940057.54,200.66802520751952,295.5400085449219,2013/06/10,296.44,0.2185433855778678,0,0,0
GD,General Dynamics Corporation,374.2950134277344,23.540567,20.591795,15.9,0.17974001,0.08068,1.69,3.8754518,0.06005,60.920432458450016,344.72273193359376,0.07533777354900095,0.1513035204567079,-0.01589547415675383,0,0,2026/07/29,22,183472,1339377.44,342.36782669067384,376.8800048828125,2026/07/02,380.71,0.016850060603256035,0,0,0
GIS,"General Mills, Inc.",37.064998626708984,0.0,11.475657,-0.16,-0.01028,-0.00475,6.76,3.5797758,0.057350002,62.15744889567942,34.31830017089844,0.0882678592750996,0.33627324338113174,-0.07508486942268804,0,0,2026/09/23,78,4240492,10435393.84,41.32673490524292,37.77000045776367,2026/07/10,52.51,0.2941344767337843,0,0,0
GM,General Motors Company,76.05000305175781,27.755476,5.39981,2.74,0.040149998,0.0137600005,0.92,1.0947645,0.02688,23.195196745063456,78.75156570434571,0.009571989903739616,0.06267464422572817,-0.08592739011106212,0,0,2026/07/21,14,2205301,8212592.02,75.10501327514649,84.06999969482422,2026/06/05,87.62,0.13204744291534115,0,0,0
GPC,Genuine Parts Company,131.11500549316406,297.98865,15.612088,0.44,0.01342,0.00243,3.3,4.0319505,0.04538,79.45922726377485,104.08446533203124,0.01732187479899808,0.3679278239578939,-0.039663168160095866,0,0,2026/07/21,14,691191,1719709.82,118.15340408325196,132.57000732421875,2026/06/05,151.57,0.13495411035716787,0,0,0
GILD,"Gilead Sciences, Inc.",134.55999755859375,18.307484,13.966214,7.35,0.4336,0.30993,2.53,7.1071672,0.13292,68.99998982747395,128.9564358520508,0.32117383329936827,0.7882616670063175,-0.025566304660894906,0,0,2026/08/06,30,3847760,7807979.2,128.66638847351075,134.55999755859375,2026/06/15,157.29,0.14451015602648765,0,0,0
GPN,Global Payments Inc.,77.97000122070312,28.665442,4.8226824,2.72,0.02935,-0.07967,1.29,0.8959494,0.023670001,73.42565625980723,69.61902976989747,0.2645802334270021,0.7257442954586096,-0.023556818750229195,0,0,2026/08/05,29,722802,3899766.04,74.50725898742675,78.62999725341797,2026/06/12,90.64,0.13978374646179254,0,0,0
GL,Globe Life Inc.,178.11000061035156,12.334488,10.700118,14.44,0.20455,0.19383,0.75,2.2799246,0.03312,78.09618607327685,160.82641876220703,0.20918259591833466,0.0,-0.007631445138089912,0,0,2026/07/22,15,178191,616521.82,144.4053868865967,180.16000366210938,2026/07/06,182.32,0.023091264752349884,0,0,0
GDDY,GoDaddy Inc.,90.33000183105469,14.315372,8.384595,6.31,3.98215,0.1732,0.0,50.491894,0.09392,69.56124027583898,84.99059967041016,0.31821211447961056,0.6361414635131587,-0.09015669143362083,0,0,2026/07/30,23,612095,2738839.9,104.7009001159668,90.33000183105469,-,179.61,0.49707698997241423,0,0,0
GS,"Goldman Sachs Group, Inc. (The)",1047.4300537109375,19.124157,15.725369,54.77,0.14548,0.29363,1.71,2.9399812,0.00944,42.16210439830058,1003.1778015136719,-0.8101504726935813,0.0,0.03444940640682687,0,0,2026/07/14,7,616481,2129225.62,888.695905456543,1106.3699951171875,2026/06/01,1125.0,0.06895106336805555,0,0,0
HAL,Halliburton Company,33.44499969482422,18.477901,11.387121,1.81,0.14626999,0.06947,2.06,2.5906274,0.07375,19.352710536971742,38.93349990844727,0.07536963577353047,0.1570501262170934,-0.0656937225109956,0,0,2026/07/21,14,3215852,11550373.04,32.73367248535156,40.5,2026/06/03,43.59,0.23273687325477824,0,0,0
HIG,"The Hartford Insurance Group, I",139.52999877929688,9.819141,9.880931,14.21,0.22735001,0.14109,1.74,2.0672028,0.03884,71.76149537312514,132.57780029296876,0.20494460475223542,0.0,-0.02425666011605056,0,0,2026/07/23,16,882933,1786140.66,133.52152542114257,139.52999877929688,2026/06/01,144.5,0.03439447211559256,0,0,0
HAS,"Hasbro, Inc.",76.58000183105469,0.0,11.967234,-1.61,-0.23316,-0.046240002,3.59,16.724176,0.11936,23.50345726742468,88.28459991455078,0.14781018016293365,0.645821368557633,-0.21894812680115275,0,0,2026/07/21,14,621099,1973567.98,85.99082550048828,85.33000183105469,2026/06/01,106.98,0.28416524741956734,0,0,0
HCA,"HCA Healthcare, Inc.",421.5299987792969,14.520495,12.737293,29.03,0.0,0.08894,0.75,-14.882432,0.12344,69.62856904711188,400.9277423095703,0.10174603174603175,0.415,-0.0963768115942029,0,0,2026/07/24,17,616357,1592939.14,458.4607069396973,421.5299987792969,2026/06/16,556.52,0.2425609164463148,0,0,1
DOC,"Healthpeak Properties, Inc.",21.96500015258789,68.640625,2196.5,0.32,0.027999999,0.07734,5.61,1.9512304,0.01498,65.93976188061707,19.429140338897707,0.44356197599868485,0.5999666254740458,-0.05805522005340475,0,0,2026/08/04,28,1740216,8968996.32,17.47632395744324,21.96500015258789,2026/06/15,22.125,0.007231631521451272,0,0,0
HSIC,"Henry Schein, Inc.",86.69000244140625,26.190334,14.654671,3.31,0.08762,0.029509999,0.0,3.037172,0.04355,70.67947773052138,77.20579986572265,0.03951759708737864,0.3113622572815534,-0.02799821667409719,0,0,2026/08/04,28,415582,1541353.64,74.51924997329712,86.69000244140625,-,89.29,0.029118574964651766,0,0,0
HSY,The Hershey Company,177.0800018310547,32.914497,17.88434,5.38,0.23234,0.09125,3.27,7.5876255,0.07837,46.29118579823691,184.14902679443358,0.14959475140465198,0.33548561069861765,-0.10145388750421448,0,0,2026/07/30,23,542696,2132111.92,191.20070320129395,183.0399932861328,2026/05/15,239.48,0.2605645488932074,0,1,0
HPE,Hewlett Packard Enterprise Comp,44.119998931884766,41.233643,11.034413,1.07,0.06315,0.040110003,1.32,2.3083763,0.01966,35.458823677571885,39.914215888977054,0.018282015395381386,0.3025717284814556,-0.037704529286222435,0,0,-,-36,8451307,27585048.14,27.25185623168945,49.724517822265625,2026/06/16,64.25,0.3133074096204706,0,0,0
HLT,Hilton Worldwide Holdings Inc.,339.55499267578125,51.840454,32.596203,6.55,0.0,0.30408,0.18,-13.129495,0.10859,38.81239538255189,330.5437548828125,0.16147520558185896,0.2820001661267547,-0.04006200071539287,0,0,2026/07/28,21,459407,1973618.14,299.86549560546877,350.2200012207031,2026/05/22,358.0,0.051522366827426676,0,0,0
HD,"Home Depot, Inc. (The)",345.29010009765625,24.488659,21.456917,14.1,1.2838,0.08411,2.66,24.812452,0.12519,59.29136744711191,323.62620239257814,0.07678995403289957,0.33315521334928316,-0.02063846995575432,0,0,2026/08/18,42,1311593,5129517.86,352.5652244567871,357.8999938964844,2026/06/04,426.75,0.1908843582948887,0,0,0
HON,Honeywell International Inc.,223.625,17.847168,22.743868,12.53,0.24264,0.1089,4.12,5.213433,0.05953,37.51590821602852,230.6636505126953,0.14481064045724054,0.3693445862934672,-0.02278742145193469,0,0,2026/07/23,16,2135317,4920034.22,223.1564163208008,243.5343475341797,2026/05/15,260.28317,0.14083957099492828,0,0,1
HRL,Hormel Foods Corporation,24.704999923706055,29.064705,15.829434,0.85,0.05831,0.03821,4.82,1.7102804,0.045819998,51.03734479241392,22.729099922180175,0.04413860381822147,0.1562688746885883,-0.027406162821371184,0,0,2026/08/27,51,1186204,5509704.08,22.879692296981812,26.510000228881836,2026/07/13,31.86,0.2245762735811031,0,0,0
HST,"Host Hotels & Resorts, Inc.",23.475000381469727,15.969388,23.381475,1.47,0.1487,0.16367,3.44,2.355036,0.042140003,42.89564053314708,22.30006706237793,0.1416421328099444,0.5260058881256133,-0.05709249750938769,0,0,2026/08/05,29,5604464,9078199.28,18.57010657787323,24.202245712280273,2026/06/30,25.41,0.07615110659308436,0,1,0
HWM,Howmet Aerospace Inc.,274.42999267578125,63.67285,45.51757,4.31,0.33818,0.20225,0.17,19.92811,0.11918,53.955974264260924,260.9583819580078,0.1734125060591372,0.34173533688802715,-0.03363449324626532,0,0,2026/08/06,30,934158,2988509.16,228.33073890686035,283.2300109863281,2026/05/08,290.63,0.055741001700508365,0,0,1
HPQ,HP Inc.,22.931400299072266,8.493111,7.6184306,2.7,0.0,0.044460002,5.31,-146.05988,0.058790002,32.659929856942895,22.84844551086426,0.05063748982728999,0.20602224432588842,-0.02796332208096914,0,0,2026/08/26,50,5075040,19418376.8,22.079999656677245,25.239999771118164,2026/09/09,29.65,0.22659695450009218,0,0,0
HUBB,Hubbell Inc,475.4849853515625,28.135206,21.128939,16.9,0.25822002,0.15105,1.15,6.667017,0.10195,46.43348273889723,495.2519689941406,0.1496595147657667,0.35316360401053964,-0.017341532179661678,0,0,2026/07/28,21,211333,688845.62,473.505146484375,539.3900146484375,2026/05/29,565.4999,0.15917759604986229,0,0,0
HUM,Humana Inc.,396.6300048828125,42.239616,25.20967,9.39,0.062800005,0.00824,0.9,2.5629709,0.036429998,59.31377617040387,320.7058630371094,0.002892090325765054,0.0,0.005459117953750843,0,0,2026/07/29,22,235150,1615617.0,252.56517639160157,409.4200134277344,2026/06/26,415.0,0.0442650484751506,0,0,0
HBAN,Huntington Bancshares Incorpora,18.114999771118164,13.934616,9.509585,1.3,0.083859995,0.26597,3.46,1.2382938,0.00899,70.45214780151291,16.519478034973144,0.27241421719345715,0.0,-0.001203877284479312,0,0,2026/07/23,16,11868662,21432049.24,16.433379740715026,18.114999771118164,2026/06/17,19.46,0.06911614742455481,0,0,0
